track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,stream_class
GATï¿½ï¿½,"Maldy, Karol G",2.0,2022.0,8.0,25.0,3328.0,13.0,322336177.0,39.0,50.0,57.0,3.0,1.0,93.0,B,Minor,63.0,34.0,86.0,26.0,0.0,21.0,39.0,Average
Is There Someone Else?,The Weeknd,1.0,2022.0,1.0,7.0,2881.0,6.0,391251368.0,13.0,89.0,34.0,0.0,3.0,135.0,A,Minor,70.0,60.0,58.0,4.0,0.0,16.0,3.0,Average
Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",3.0,2022.0,1.0,5.0,2235.0,0.0,349585590.0,65.0,7.0,70.0,16.0,6.0,109.0,F,Major,60.0,45.0,47.0,62.0,0.0,31.0,5.0,Average
Do It To It,"Cherish, ACRAZE",2.0,2021.0,8.0,20.0,12403.0,0.0,674772936.0,183.0,63.0,465.0,0.0,11.0,125.0,B,Minor,85.0,64.0,81.0,2.0,5.0,7.0,9.0,Average
How Do I Make You Love Me?,The Weeknd,1.0,2022.0,1.0,7.0,1915.0,0.0,119238316.0,7.0,47.0,15.0,0.0,0.0,121.0,G,Minor,80.0,62.0,51.0,2.0,0.0,9.0,8.0,Low
Gasoline,The Weeknd,1.0,2022.0,1.0,7.0,2297.0,0.0,116903579.0,11.0,29.0,14.0,0.0,0.0,123.0,F#,Minor,74.0,35.0,73.0,0.0,0.0,21.0,5.0,Low
Infinity,Jaymes Young,1.0,2017.0,6.0,23.0,4375.0,0.0,888046992.0,24.0,0.0,396.0,0.0,0.0,122.0,B,Minor,67.0,50.0,67.0,15.0,0.0,30.0,4.0,High
Less Than Zero,The Weeknd,1.0,2022.0,1.0,7.0,2800.0,0.0,200660871.0,18.0,77.0,61.0,0.0,1.0,143.0,nan,Major,53.0,50.0,79.0,0.0,0.0,8.0,3.0,Low
Take My Breath,The Weeknd,1.0,2021.0,8.0,6.0,2597.0,0.0,130655803.0,17.0,80.0,38.0,0.0,0.0,121.0,A#,Minor,70.0,35.0,77.0,1.0,0.0,26.0,4.0,Low
"Here We Goï¿½ï¿½ï¿½ Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator",3.0,2022.0,1.0,7.0,1420.0,0.0,88103848.0,7.0,18.0,7.0,0.0,0.0,135.0,C#,Major,41.0,27.0,64.0,36.0,0.0,60.0,3.0,Low
Best Friends,The Weeknd,1.0,2022.0,1.0,7.0,1292.0,0.0,101114984.0,3.0,18.0,14.0,0.0,0.0,87.0,E,Minor,49.0,49.0,59.0,44.0,0.0,35.0,21.0,Low
Kiss Me More (feat. SZA),"SZA, Doja Cat",2.0,2021.0,4.0,9.0,15867.0,0.0,1575467011.0,382.0,65.0,497.0,0.0,12.0,111.0,G#,Major,77.0,74.0,66.0,30.0,0.0,13.0,3.0,High
I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",2.0,2022.0,1.0,7.0,1178.0,0.0,91656026.0,9.0,10.0,9.0,0.0,0.0,110.0,D,Major,75.0,85.0,84.0,10.0,0.0,31.0,19.0,Low
Dawn FM,The Weeknd,1.0,2022.0,1.0,7.0,811.0,0.0,53933526.0,1.0,8.0,6.0,0.0,0.0,78.0,A,Minor,27.0,10.0,49.0,62.0,0.0,49.0,5.0,Low
Surface Pressure,Jessica Darrow,1.0,2021.0,11.0,19.0,1756.0,0.0,267758538.0,38.0,48.0,20.0,0.0,0.0,180.0,D,Major,65.0,37.0,58.0,2.0,0.0,4.0,31.0,Average
Starry Eyes,The Weeknd,1.0,2022.0,1.0,7.0,1014.0,0.0,74601456.0,1.0,17.0,11.0,0.0,0.0,86.0,A,Minor,28.0,13.0,41.0,50.0,0.0,19.0,3.0,Low
THATS WHAT I WANT,Lil Nas X,1.0,2021.0,9.0,17.0,7963.0,0.0,920797189.0,173.0,7.0,298.0,0.0,4.0,88.0,C#,Minor,74.0,55.0,85.0,1.0,0.0,5.0,22.0,High
One Right Now (with The Weeknd),"The Weeknd, Post Malone",2.0,2021.0,11.0,5.0,4771.0,0.0,539595276.0,68.0,18.0,75.0,0.0,1.0,97.0,C#,Major,68.0,72.0,78.0,4.0,0.0,7.0,5.0,Average
Beggin,Mï¿½ï¿½ne,1.0,2017.0,12.0,8.0,8559.0,0.0,1367810478.0,183.0,64.0,964.0,9.0,75.0,134.0,B,Minor,71.0,59.0,80.0,13.0,0.0,36.0,5.0,High
Mon Amour - Remix,"Aitana, zzoilo",2.0,2020.0,9.0,21.0,3221.0,2.0,578207856.0,67.0,13.0,139.0,0.0,40.0,116.0,D,Major,75.0,36.0,76.0,12.0,0.0,10.0,10.0,Average
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",3.0,2021.0,10.0,5.0,3423.0,26.0,775542072.0,61.0,65.0,53.0,6.0,0.0,170.0,E,Minor,64.0,14.0,70.0,9.0,0.0,9.0,8.0,High
The Motto,"Tiï¿½ï¿½sto, Ava",2.0,2021.0,11.0,4.0,9151.0,6.0,656013912.0,240.0,107.0,268.0,0.0,5.0,118.0,G,Minor,75.0,46.0,76.0,3.0,0.0,9.0,4.0,Average
Malvadï¿½ï¿½,"Xamï¿½ï¿½, Gustah, Neo B",3.0,2021.0,11.0,30.0,648.0,1.0,240684449.0,14.0,3.0,81.0,0.0,0.0,133.0,F#,Minor,82.0,52.0,61.0,38.0,0.0,14.0,27.0,Average
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1.0,2021.0,11.0,12.0,4635.0,5.0,583687007.0,50.0,49.0,30.0,1.0,2.0,93.0,nan,Major,63.0,21.0,52.0,28.0,0.0,9.0,3.0,Average
Donï¿½ï¿½ï¿½t Break My,The Weeknd,1.0,2022.0,1.0,7.0,1184.0,0.0,63803529.0,1.0,5.0,6.0,0.0,0.0,122.0,A#,Major,77.0,25.0,62.0,34.0,0.0,23.0,3.0,Low
Oh My God,Adele,1.0,2021.0,11.0,19.0,4431.0,0.0,466214729.0,105.0,7.0,199.0,0.0,0.0,88.0,C#,Major,53.0,55.0,73.0,9.0,0.0,3.0,5.0,Average
Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",4.0,2022.0,1.0,5.0,759.0,3.0,236940480.0,32.0,0.0,12.0,0.0,0.0,170.0,F,Minor,70.0,61.0,44.0,40.0,0.0,37.0,4.0,Average
A Tale By Quincy,The Weeknd,1.0,2022.0,1.0,7.0,733.0,0.0,41924466.0,0.0,2.0,2.0,0.0,0.0,94.0,F,Minor,46.0,55.0,50.0,71.0,0.0,10.0,11.0,Low
I AM WOMAN,Emmy Meli,1.0,2021.0,11.0,18.0,2795.0,0.0,225259194.0,45.0,0.0,107.0,0.0,0.0,170.0,A#,Major,65.0,46.0,47.0,12.0,0.0,13.0,16.0,Low
Medallo,"Justin Quiles, Lenny Tavï¿½ï¿½rez, BL",3.0,2021.0,10.0,27.0,2780.0,2.0,393230256.0,54.0,21.0,57.0,1.0,0.0,90.0,E,Minor,79.0,79.0,70.0,57.0,0.0,66.0,8.0,Average
It'll Be Okay,Shawn Mendes,1.0,2021.0,12.0,1.0,1950.0,0.0,287201015.0,56.0,8.0,104.0,0.0,10.0,78.0,G,Major,40.0,7.0,29.0,62.0,0.0,9.0,3.0,Average
Softcore,The Neighbourhood,1.0,2018.0,3.0,9.0,3947.0,12.0,599770206.0,33.0,102.0,93.0,0.0,30.0,94.0,D,Major,57.0,36.0,58.0,5.0,0.0,15.0,3.0,Average
Super Gremlin,Kodak Black,1.0,2021.0,10.0,30.0,2551.0,0.0,342779426.0,52.0,15.0,35.0,0.0,1.0,73.0,D,Major,83.0,11.0,41.0,0.0,0.0,36.0,14.0,Average
Volvï¿½,"Aventura, Bad Bunny",2.0,2021.0,8.0,3.0,5375.0,10.0,673801126.0,138.0,24.0,133.0,0.0,1.0,176.0,C#,Major,73.0,79.0,86.0,42.0,0.0,7.0,18.0,Average
Todo De Ti,Rauw Alejandro,1.0,2020.0,11.0,2.0,11975.0,8.0,1168642797.0,188.0,75.0,268.0,6.0,16.0,128.0,D#,Minor,81.0,57.0,63.0,40.0,1.0,10.0,4.0,High
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",3.0,2021.0,11.0,5.0,4963.0,0.0,383550148.0,63.0,40.0,76.0,0.0,0.0,82.0,D,Major,63.0,85.0,62.0,6.0,0.0,35.0,4.0,Average
Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",3.0,2020.0,3.0,13.0,6734.0,0.0,530511203.0,47.0,14.0,90.0,0.0,1.0,95.0,D,Major,77.0,40.0,47.0,2.0,0.0,9.0,3.0,Average
Every Angel is Terrifying,The Weeknd,1.0,2022.0,1.0,7.0,715.0,0.0,37307967.0,0.0,1.0,2.0,0.0,0.0,118.0,nan,Major,44.0,52.0,94.0,11.0,0.0,4.0,29.0,Low
Tacones Rojos,Sebastian Yatra,1.0,2021.0,10.0,22.0,3047.0,9.0,510876816.0,77.0,31.0,85.0,5.0,28.0,123.0,B,Minor,75.0,93.0,86.0,8.0,0.0,14.0,3.0,Average
Dakiti,"Bad Bunny, Jhay Cortez",2.0,2020.0,10.0,30.0,11215.0,21.0,1763363713.0,189.0,166.0,525.0,9.0,25.0,110.0,E,Minor,73.0,14.0,57.0,40.0,0.0,11.0,5.0,High
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",2.0,2021.0,12.0,29.0,1678.0,12.0,374191487.0,20.0,4.0,15.0,1.0,3.0,96.0,C#,Minor,66.0,76.0,82.0,47.0,0.0,10.0,32.0,Average
Lï¿½ï¿½ï¿½,Stromae,1.0,2022.0,1.0,9.0,2035.0,0.0,108809090.0,41.0,122.0,394.0,0.0,2.0,88.0,D,Minor,56.0,58.0,55.0,35.0,0.0,23.0,11.0,Low
Nostï¿½ï¿½l,"Chris Brown, Rvssian, Rauw Alejandro",3.0,2021.0,9.0,8.0,2780.0,2.0,436695353.0,86.0,76.0,59.0,0.0,16.0,98.0,A,Minor,73.0,60.0,85.0,17.0,0.0,24.0,5.0,Average
Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",3.0,2021.0,9.0,24.0,4091.0,0.0,421040617.0,105.0,2.0,73.0,13.0,1.0,110.0,nan,Minor,72.0,67.0,68.0,0.0,0.0,14.0,4.0,Average
Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",3.0,2021.0,9.0,16.0,3643.0,0.0,354065229.0,69.0,3.0,70.0,0.0,3.0,110.0,C#,Minor,86.0,31.0,53.0,43.0,0.0,11.0,6.0,Average
Butter,BTS,1.0,2021.0,5.0,21.0,4779.0,6.0,1143647827.0,180.0,135.0,223.0,0.0,5.0,110.0,G#,Major,79.0,70.0,36.0,0.0,0.0,6.0,11.0,High
pushin P (feat. Young Thug),"Young Thug, Future, Gunna",3.0,2022.0,1.0,7.0,3517.0,0.0,311395144.0,54.0,28.0,43.0,0.0,0.0,78.0,C#,Minor,77.0,49.0,42.0,1.0,1.0,13.0,19.0,Average
You Right,"Doja Cat, The Weeknd",2.0,2021.0,6.0,24.0,5073.0,0.0,672656250.0,83.0,9.0,100.0,0.0,4.0,129.0,G#,Major,83.0,44.0,62.0,2.0,0.0,8.0,6.0,Average
deja vu,Olivia Rodrigo,1.0,2021.0,4.0,1.0,7545.0,4.0,1256880657.0,117.0,39.0,141.0,0.0,46.0,181.0,A,Major,44.0,22.0,60.0,61.0,0.0,42.0,9.0,High
TO THE MOON,Jnr Choi,1.0,2021.0,11.0,5.0,2979.0,0.0,245095641.0,44.0,0.0,159.0,0.0,0.0,144.0,D,Major,74.0,39.0,65.0,5.0,1.0,11.0,35.0,Average
Lost in the Fire,"The Weeknd, Gesaffelstein",2.0,2019.0,1.0,11.0,7731.0,2.0,686734357.0,110.0,145.0,447.0,0.0,46.0,101.0,D,Major,66.0,18.0,68.0,9.0,0.0,12.0,4.0,Average
Salimo de Noche,"Trueno, Tiago pzk",2.0,2021.0,10.0,21.0,1057.0,0.0,261414174.0,17.0,5.0,21.0,0.0,0.0,84.0,D,Major,67.0,78.0,63.0,29.0,0.0,12.0,5.0,Average
Volando - Remix,"Sech, Bad Bunny, Mora",3.0,2021.0,7.0,8.0,3272.0,19.0,610045621.0,101.0,34.0,70.0,1.0,2.0,154.0,F#,Major,66.0,63.0,69.0,21.0,0.0,11.0,7.0,Average
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",3.0,2021.0,3.0,5.0,14417.0,0.0,1115880852.0,237.0,123.0,569.0,0.0,10.0,148.0,F,Major,59.0,72.0,62.0,18.0,0.0,9.0,3.0,High
Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",3.0,2021.0,9.0,3.0,5199.0,0.0,594482982.0,45.0,43.0,45.0,0.0,3.0,146.0,F,Minor,85.0,22.0,37.0,13.0,0.0,7.0,30.0,Average
Don't Be Shy,"Tiï¿½ï¿½sto, Kar",2.0,2021.0,8.0,1.0,6026.0,0.0,566954746.0,171.0,51.0,187.0,1.0,21.0,120.0,B,Minor,77.0,51.0,79.0,20.0,0.0,26.0,6.0,Average
LA FAMA (with The Weeknd),"The Weeknd, ROSALï¿½",2.0,2021.0,11.0,11.0,4640.0,3.0,374706940.0,81.0,93.0,507.0,6.0,4.0,136.0,nan,Minor,77.0,82.0,30.0,95.0,0.0,13.0,5.0,Average
The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",3.0,2021.0,11.0,19.0,1150.0,0.0,184937148.0,20.0,38.0,12.0,0.0,0.0,141.0,C#,Major,59.0,56.0,63.0,12.0,0.0,6.0,36.0,Low
Phantom Regret by Jim,The Weeknd,1.0,2022.0,1.0,7.0,768.0,0.0,31959571.0,1.0,1.0,3.0,0.0,0.0,108.0,A,Minor,46.0,23.0,48.0,75.0,30.0,14.0,4.0,Low
Dos Oruguitas,Sebastian Yatra,1.0,2021.0,11.0,19.0,925.0,0.0,167076418.0,24.0,47.0,74.0,0.0,0.0,94.0,nan,Major,42.0,47.0,36.0,76.0,0.0,9.0,5.0,Low
Freaks,Surf Curse,1.0,2015.0,5.0,10.0,3006.0,3.0,824420218.0,23.0,21.0,121.0,0.0,13.0,180.0,A,Major,35.0,41.0,94.0,0.0,63.0,5.0,5.0,High
Acapulco,Jason Derulo,1.0,2021.0,9.0,1.0,3098.0,0.0,363467642.0,111.0,5.0,182.0,1.0,0.0,122.0,A#,Major,77.0,51.0,79.0,5.0,0.0,16.0,5.0,Average
Daddy Issues,The Neighbourhood,1.0,2015.0,10.0,30.0,9771.0,4.0,1127468248.0,42.0,70.0,384.0,0.0,3.0,85.0,A#,Major,59.0,33.0,52.0,7.0,15.0,12.0,3.0,High
thought i was playing,"21 Savage, Gunna",2.0,2022.0,1.0,7.0,807.0,0.0,60680939.0,3.0,0.0,5.0,0.0,0.0,148.0,C#,Major,68.0,29.0,73.0,0.0,0.0,7.0,7.0,Low
ELEVEN,IVE,1.0,2021.0,12.0,1.0,521.0,1.0,247737946.0,17.0,89.0,11.0,0.0,0.0,120.0,A,Major,83.0,59.0,73.0,6.0,0.0,5.0,11.0,Average
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2.0,2021.0,11.0,19.0,802.0,0.0,154797871.0,13.0,27.0,8.0,0.0,0.0,120.0,E,Major,72.0,54.0,71.0,26.0,0.0,10.0,4.0,Low
DANCE CRIP,Trueno,1.0,2021.0,11.0,17.0,731.0,0.0,198883004.0,14.0,14.0,24.0,0.0,4.0,106.0,nan,Major,86.0,86.0,79.0,11.0,0.0,8.0,9.0,Low
Miserable Man,David Kushner,1.0,2022.0,1.0,7.0,788.0,0.0,124407432.0,13.0,0.0,32.0,1.0,0.0,110.0,A#,Major,63.0,31.0,35.0,93.0,0.0,29.0,3.0,Low
happier,Olivia Rodrigo,1.0,2021.0,5.0,21.0,3069.0,4.0,850608354.0,25.0,46.0,105.0,0.0,45.0,169.0,F#,Major,39.0,36.0,45.0,81.0,0.0,8.0,13.0,High
Praise God,Kanye West,1.0,2021.0,8.0,29.0,4651.0,0.0,376333030.0,24.0,6.0,105.0,0.0,0.0,118.0,C#,Major,80.0,21.0,55.0,1.0,0.0,26.0,17.0,Average
Get Into It (Yuh),Doja Cat,1.0,2021.0,6.0,25.0,4999.0,0.0,516784627.0,43.0,19.0,73.0,12.0,0.0,92.0,G#,Minor,91.0,79.0,66.0,32.0,0.0,9.0,16.0,Average
Before You Go,Lewis Capaldi,1.0,2019.0,11.0,1.0,8327.0,24.0,1608045237.0,205.0,130.0,625.0,0.0,25.0,112.0,D#,Major,45.0,19.0,60.0,63.0,0.0,9.0,6.0,High
Sky,Playboi Carti,1.0,2020.0,12.0,25.0,3297.0,3.0,506778838.0,25.0,3.0,52.0,0.0,1.0,140.0,D,Major,79.0,56.0,91.0,26.0,0.0,13.0,21.0,Average
Rolling in the Deep,Adele,1.0,2010.0,11.0,29.0,35684.0,6.0,1472799873.0,195.0,125.0,6280.0,2.0,78.0,105.0,G#,Major,73.0,52.0,76.0,13.0,0.0,5.0,3.0,High
Sobrio,Maluma,1.0,2021.0,7.0,8.0,3506.0,10.0,513643924.0,103.0,76.0,100.0,1.0,1.0,178.0,F,Major,76.0,63.0,77.0,14.0,0.0,15.0,22.0,Average
Peru,"Ed Sheeran, Fireboy DML",2.0,2021.0,12.0,23.0,2999.0,0.0,261286503.0,60.0,17.0,154.0,0.0,22.0,108.0,G,Minor,96.0,71.0,42.0,57.0,0.0,8.0,9.0,Average
favorite crime,Olivia Rodrigo,1.0,2021.0,5.0,21.0,3681.0,0.0,783706581.0,20.0,21.0,99.0,0.0,7.0,173.0,A,Major,40.0,19.0,29.0,86.0,0.0,34.0,4.0,High
Thunder,"Prezioso, Gabry Ponte, LUM!X",3.0,2021.0,5.0,7.0,4846.0,10.0,422691058.0,54.0,16.0,259.0,0.0,13.0,101.0,C#,Major,67.0,40.0,90.0,3.0,0.0,34.0,6.0,Average
The Business,Tiï¿½ï¿½,1.0,2020.0,1.0,1.0,14311.0,0.0,1062345656.0,255.0,32.0,582.0,0.0,14.0,120.0,G#,Minor,80.0,24.0,62.0,41.0,2.0,11.0,23.0,High
positions,Ariana Grande,1.0,2020.0,10.0,23.0,8207.0,0.0,1252563873.0,175.0,55.0,95.0,0.0,2.0,144.0,nan,Major,73.0,66.0,80.0,44.0,0.0,9.0,12.0,High
I WANNA BE YOUR SLAVE,Mï¿½ï¿½ne,1.0,2021.0,3.0,19.0,4873.0,0.0,851070493.0,65.0,88.0,434.0,3.0,13.0,133.0,C#,Major,75.0,96.0,61.0,0.0,0.0,18.0,4.0,High
Vai Lï¿½ï¿½ Em Casa ,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, George Henrique &",2.0,2021.0,10.0,22.0,772.0,0.0,263894529.0,7.0,3.0,89.0,0.0,0.0,158.0,G#,Minor,46.0,62.0,83.0,53.0,0.0,97.0,28.0,Average
The Feels,TWICE,1.0,2021.0,10.0,1.0,1150.0,0.0,345903614.0,20.0,99.0,44.0,0.0,2.0,120.0,A,Major,81.0,92.0,90.0,9.0,0.0,8.0,7.0,Average
HEARTBREAK ANNIVERSARY,Giveon,1.0,2020.0,2.0,21.0,5398.0,4.0,951637566.0,111.0,127.0,210.0,0.0,37.0,129.0,nan,Major,61.0,59.0,46.0,56.0,0.0,13.0,5.0,High
No Lie,"Sean Paul, Dua Lipa",2.0,2016.0,11.0,18.0,7370.0,0.0,956865266.0,92.0,127.0,1219.0,0.0,62.0,102.0,G,Major,74.0,45.0,89.0,5.0,0.0,26.0,13.0,High
OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",4.0,2021.0,8.0,13.0,6890.0,0.0,427486004.0,122.0,11.0,201.0,0.0,1.0,124.0,G#,Minor,79.0,79.0,84.0,2.0,0.0,5.0,5.0,Average
Pope Is a Rockstar,SALES,1.0,2016.0,4.0,20.0,1966.0,0.0,156658366.0,4.0,2.0,50.0,0.0,0.0,90.0,E,Minor,73.0,31.0,45.0,85.0,24.0,11.0,3.0,Low
2055,Sleepy hallow,1.0,2021.0,4.0,14.0,2226.0,0.0,624515457.0,29.0,0.0,44.0,0.0,0.0,161.0,F#,Minor,78.0,65.0,52.0,46.0,0.0,12.0,31.0,Average
Bored,Billie Eilish,1.0,2017.0,3.0,30.0,4204.0,0.0,777765388.0,39.0,45.0,250.0,0.0,0.0,120.0,G,Major,60.0,11.0,33.0,90.0,0.0,8.0,5.0,High
Happier Than Ever - Edit,Billie Eilish,1.0,2021.0,7.0,28.0,1959.0,0.0,412795151.0,19.0,0.0,38.0,0.0,0.0,81.0,nan,Major,45.0,12.0,57.0,7.0,0.0,23.0,3.0,Average
Astronaut In The Ocean,Masked Wolf,1.0,2019.0,1.0,1.0,7191.0,0.0,1138474110.0,146.0,18.0,478.0,0.0,7.0,150.0,E,Minor,78.0,47.0,70.0,18.0,0.0,15.0,9.0,High
Ley Seca,"Anuel Aa, Jhay Cortez",2.0,2021.0,9.0,2.0,2012.0,0.0,355219175.0,101.0,12.0,38.0,0.0,0.0,105.0,G#,Major,76.0,58.0,84.0,10.0,0.0,13.0,10.0,Average
Every Summertime,NIKI,1.0,2021.0,8.0,10.0,1211.0,2.0,290228626.0,30.0,2.0,5.0,0.0,6.0,79.0,F#,Major,63.0,76.0,67.0,38.0,0.0,6.0,4.0,Average
Talking To The Moon,Bruno Mars,1.0,2010.0,10.0,4.0,7109.0,2.0,1062956628.0,5.0,0.0,862.0,0.0,0.0,146.0,C#,Minor,52.0,7.0,61.0,51.0,0.0,11.0,3.0,High
you broke me first,Tate McRae,1.0,2020.0,4.0,17.0,6638.0,0.0,1180094974.0,167.0,19.0,318.0,0.0,1.0,124.0,E,Major,64.0,8.0,37.0,79.0,0.0,9.0,5.0,High
The Nights,Avicii,1.0,2014.0,1.0,1.0,17354.0,8.0,1456081449.0,92.0,122.0,1282.0,0.0,55.0,126.0,F#,Major,53.0,66.0,85.0,2.0,0.0,24.0,4.0,High
Take My Breath,The Weeknd,1.0,2021.0,8.0,6.0,6392.0,0.0,432702334.0,174.0,73.0,344.0,0.0,0.0,121.0,G#,Major,75.0,53.0,74.0,2.0,0.0,11.0,5.0,Average
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",3.0,2021.0,9.0,3.0,5481.0,0.0,489945871.0,144.0,30.0,86.0,0.0,0.0,136.0,B,Minor,80.0,33.0,60.0,0.0,0.0,32.0,14.0,Average
Cï¿½ï¿½,Rauw Alejandro,1.0,2021.0,6.0,25.0,2636.0,3.0,465959382.0,36.0,82.0,39.0,0.0,5.0,102.0,A,Minor,77.0,26.0,63.0,58.0,0.0,11.0,5.0,Average
Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",3.0,2021.0,10.0,27.0,824.0,0.0,1223481149.0,8.0,8.0,8.0,2.0,0.0,77.0,G,Major,73.0,54.0,74.0,23.0,0.0,41.0,23.0,High
Lucid Dreams,Juice WRLD,1.0,2017.0,6.0,15.0,14749.0,0.0,2288695111.0,188.0,34.0,710.0,0.0,5.0,84.0,B,Minor,44.0,22.0,48.0,38.0,0.0,33.0,24.0,High
Quï¿½ï¿½ Mï¿½ï¿½,"J Balvin, Maria Becerra",2.0,2021.0,1.0,28.0,8087.0,0.0,720825549.0,92.0,34.0,131.0,0.0,0.0,102.0,G#,Major,89.0,77.0,82.0,3.0,0.0,17.0,11.0,High
All of Me,John Legend,1.0,2013.0,8.0,1.0,27221.0,0.0,2086124197.0,308.0,118.0,4534.0,2.0,77.0,120.0,G#,Major,42.0,33.0,26.0,92.0,0.0,13.0,3.0,High
Smells Like Teen Spirit - Remastered 2021,Nirvana,1.0,1991.0,9.0,10.0,49991.0,9.0,1690192927.0,265.0,121.0,12367.0,4.0,160.0,117.0,C#,Major,52.0,73.0,91.0,0.0,0.0,11.0,7.0,High
Fair Trade (with Travis Scott),"Drake, Travis Scott",2.0,2021.0,9.0,3.0,5403.0,6.0,593917618.0,118.0,116.0,96.0,0.0,3.0,168.0,C#,Major,67.0,29.0,47.0,5.0,0.0,22.0,26.0,Average
Bar,"Tini, L-Gante",2.0,2021.0,11.0,11.0,755.0,4.0,200972675.0,22.0,3.0,0.0,0.0,0.0,94.0,C#,Major,52.0,68.0,69.0,13.0,0.0,33.0,8.0,Low
The Rumbling (TV Size),SiM,1.0,2022.0,1.0,10.0,254.0,0.0,71014967.0,0.0,4.0,23.0,0.0,0.0,145.0,G#,Major,41.0,65.0,88.0,0.0,0.0,26.0,5.0,Low
family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",2.0,2021.0,8.0,27.0,6308.0,5.0,560222750.0,114.0,15.0,63.0,0.0,2.0,134.0,C#,Major,71.0,14.0,61.0,1.0,0.0,23.0,33.0,Average
Mr. Brightside,The Killers,1.0,2003.0,9.0,23.0,51979.0,15.0,1806617704.0,306.0,99.0,5063.0,2.0,120.0,148.0,C#,Major,35.0,24.0,93.0,0.0,0.0,10.0,8.0,High
Blessed-Cursed,ENHYPEN,1.0,2022.0,1.0,10.0,246.0,0.0,77337771.0,2.0,12.0,10.0,0.0,0.0,127.0,E,Minor,60.0,40.0,89.0,9.0,0.0,60.0,6.0,Low
AM Remix,"J Balvin, Nio Garcia, Bad Bunny",3.0,2021.0,6.0,24.0,6556.0,0.0,528544703.0,93.0,5.0,67.0,1.0,0.0,172.0,F#,Minor,74.0,79.0,66.0,11.0,0.0,8.0,16.0,Average
Streets,Doja Cat,1.0,2019.0,11.0,7.0,5728.0,0.0,865640097.0,85.0,87.0,179.0,0.0,12.0,90.0,B,Major,75.0,19.0,46.0,21.0,4.0,34.0,8.0,High
Shallow,"Lady Gaga, Bradley Cooper",2.0,2018.0,9.0,27.0,16636.0,12.0,2159346687.0,368.0,155.0,2854.0,6.0,121.0,96.0,G,Major,57.0,30.0,40.0,38.0,0.0,26.0,3.0,High
Polaroid Love,ENHYPEN,1.0,2022.0,1.0,10.0,461.0,0.0,211372494.0,10.0,56.0,17.0,0.0,0.0,138.0,G,Minor,74.0,65.0,67.0,46.0,0.0,36.0,4.0,Low
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",2.0,2021.0,4.0,28.0,4893.0,4.0,651732901.0,143.0,24.0,110.0,0.0,70.0,120.0,G,Major,72.0,67.0,72.0,0.0,0.0,13.0,4.0,Average
Permission to Dance,BTS,1.0,2021.0,7.0,9.0,1801.0,2.0,608334048.0,77.0,134.0,74.0,0.0,2.0,125.0,A,Major,70.0,65.0,74.0,1.0,0.0,34.0,4.0,Average
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4.0,2021.0,1.0,15.0,12043.0,0.0,863756573.0,209.0,54.0,710.0,0.0,18.0,123.0,D,Major,82.0,80.0,86.0,1.0,0.0,30.0,13.0,High
RAPSTAR,Polo G,1.0,2021.0,4.0,9.0,4731.0,0.0,797402345.0,141.0,12.0,78.0,0.0,0.0,81.0,F#,Major,79.0,44.0,54.0,41.0,0.0,13.0,24.0,High
'Till I Collapse,"Eminem, Nate Dogg",2.0,2002.0,5.0,26.0,22923.0,0.0,1695712020.0,78.0,46.0,2515.0,1.0,0.0,171.0,C#,Major,55.0,10.0,85.0,7.0,0.0,8.0,20.0,High
